#The CSV format is in following way:-
#The day information is available in following format:-
#date,maxtempC,maxtempF,mintempC,mintempF,sunrise,sunset,moonrise,moonset
#
#Hourly information follows below the day in the following way:-
#date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
#
Not Available
2015-02-15,15,59,11,52,07:28 AM,06:14 PM,04:13 AM,02:34 PM
2015-02-15,24,15,59,15,24,315,NW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy ,1.2,73,10,1022,86,14,58,10,49,13,55,13,22,13,55
2015-02-16,15,59,10,51,07:27 AM,06:15 PM,05:07 AM,03:40 PM
2015-02-16,24,15,59,17,27,346,NNW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.1,57,10,1025,14,15,59,7,44,15,59,17,27,15,59
2015-02-17,14,57,7,45,07:26 AM,06:16 PM,05:57 AM,04:49 PM
2015-02-17,24,14,57,23,38,32,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,43,10,1032,0,13,55,1,33,11,51,24,39,11,51
2015-02-18,17,62,8,47,07:25 AM,06:17 PM,06:43 AM,06:01 PM
2015-02-18,24,17,62,15,23,50,NE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,47,10,1031,8,14,57,3,37,13,55,15,24,13,55
2015-02-19,18,65,9,48,07:23 AM,06:18 PM,07:26 AM,07:14 PM
2015-02-19,24,18,65,12,19,65,ENE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,52,10,1028,3,15,59,5,42,15,59,11,18,15,59
2015-02-20,19,65,11,52,07:22 AM,06:19 PM,08:06 AM,08:27 PM
